פרטי ניירות ערך - מניות,,,,,,,,,,,,,,,,,,,,,,
נכון ל- 19/05/2024,,,,,,,,,,,,,,,,,,,,,,
מס' ני''ע,ISIN,שם (עברית),שם (אנגלית),סימול (עברית),סימול (אנגלית),"סוג ני""ע (עברית)","סוג ני""ע (אנגלית)",ענף על חברה (עברית),ענף על חברה (אנגלית),ענף חברה (עברית),ענף חברה (אנגלית),תת ענף חברה (עברית),תת ענף חברה (אנגלית),נכלל במדדים (עברית),נכלל במדדים (אנגלית),מספר תאגיד,מספר מנפיק,שם חברה מנפיקה (עברית),שם חברה מנפיקה (אנגלית),מקום התאגדות (עברית),מקום התאגדות (אנגלית),Email
1180181,IL0011801813,גרופ 107,GROUP 107,ג107,G107,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,,,516199445,1960,גרופ 107,GROUP 107,ישראל,Israel,contact@group107.com
1184365,IL0011843658,גרייס ברידינג,GRACE BREEDING,גריס,GRAC,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,ביוטכנולוגיה,Biotechnology,,,515254902,1997,גרייס ברידינג,GRACE BREEDING,ישראל,Israel,office@gracebreeding.com
400010,IL0004000100,דוניץ,DUNIEC,דונץ,DUNI,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-בנייה ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Construction ,TA-125 Fossil Free",520038605,400,דוניץ,DUNIEC,ישראל,Israel,orly@dunietz.co.il
1093202,IL0010932023,דור אלון,DOR ALON,דראל,DRAL,מניה רגילה,Ordinary Share,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-תשתיות אנרגיה","TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Energy Utilities",520043878,1072,דור אלון,DOR ALON,ישראל,Israel,amir.listwand@doralon.co.il
1166768,IL0011667685,דוראל אנרגיה,DORAL ENERGY,דורל,DORL,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אנרגיה מתחדשת,Renewable Energy,"ת''א-90 ,ת''א-125 ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-תשתיות אנרגיה ,ת''א-קלינטק ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Industrials ,TA-Energy Utilities ,TA-Cleantech ,TA-125 Fossil Free",515364891,1801,דוראל אנרגיה,DORAL ENERGY,ישראל,Israel,info@doral-energy.com
1190628,IL0011906281,דורסל החז,DORSEL HOLD,דרסה,DRSH,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-מניב ישראל","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Investment Properties in Israel",516597549,2397,דורסל החזקות,DORSEL HOLD,ישראל,Israel,liors@dorsel.co.il
1103852,IL0011038523,די.אן.איי קבוצה,DNA GROUP,דאנא,DNA,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-צמיחה ,ת''א All-Share","TA-Growth ,TA-AllShare",513600056,1435,די.אן.איי קבוצה,DNA GROUP,ישראל,Israel,tony@a2z-finance.co.il
691212,IL0006912120,דיסקונט       א,DISCOUNT,דסקנט,DSCT,מניה רגילה,Ordinary Share,פיננסי,Finance,בנקים,Banks,בנקים,Banks,"ת''א-35 ,ת''א-125 ,מדד ת''א-פיננסים ,מדד ת''א-מעלה ,ת''א בנקים-5 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי","TA-35 ,TA-125 ,TA-Finance Index ,TA-Maala Index ,TA-Banks5 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA Sector-Balance ,TA-125 Fossil Free",520007030,691,דיסקונט,DISCOUNT BANK,ישראל,Israel,michal.sd@dbank.co.il
639013,IL0006390137,דיסקונט השקעות,DISCOUNT INV,דסקש,DISI,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון","TA-Growth ,TA-AllShare ,TA-Rimon",520023896,639,דיסקונט השקעות,DISCOUNT INV.,ישראל,Israel,investor.relations@dic.co.il
1173491,IL0011734915,דיפלומט אחזקות,DIPLOMAT HOLDI.,דיפל,DIPL,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מסחר,Commerce,"ת''א-SME60 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי","TA-SME60 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Family",510400740,1867,דיפלומט,DIPLOMAT HOLDI.,ישראל,Israel,zvika@diplomat-global.com
1084128,IL0010841281,דלק קבוצה,DELEK GROUP,דלקקב,DLEKG,מניה רגילה,Ordinary Share,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,"ת''א-35 ,ת''א-125 ,ת''א All-Share ,מדד ת''א-נפט וגז ,ת''א-רימון ,ת''א סקטור-באלאנס","TA-35 ,TA-125 ,TA-AllShare ,TA Oil & Gas Index ,TA-Rimon ,TA Sector-Balance",520044322,1095,דלק קבוצה,DELEK GROUP,ישראל,Israel,leorapl@delek-group.com
829010,IL0008290103,דלק רכב,DELEK AUTOMOTIV,דלקרכ,DLEA,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מסחר,Commerce,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free",520033291,829,דלק רכב,DELEK AUTOMOTIV,ישראל,Israel,r.bachar@delekmotors.co.il
627034,IL0006270347,דלתא גליל,DELTA GALIL,דלתג,DELG,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,אופנה והלבשה,Fashion & Clothing,"ת''א-90 ,ת''א-125 ,מדד ת''א-מעלה ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-Maala Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Industrials ,TA-125 Fossil Free",520025602,627,דלתא גליל,DELTA GALIL,ישראל,Israel,asaf.alperovitz@deltagalil.com
1173699,IL0011736993,דלתא מותגים,DELTA BRANDS,דלתי,DLTI,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,"ת''א-90 ,ת''א-125 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-רשתות שיווק","TA-90 ,TA-125 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Retail",516250107,1858,דלתא מותגים,DELTA BRANDS,ישראל,Israel,yaniv.benedek@deltagalil.com
1090315,IL0010903156,דמרי,DIMRI,דמרי,DIMRI,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-פמילי ,ת''א-בנייה ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Family ,TA-Construction ,TA-125 Fossil Free",511399388,1193,דמרי,DIMRI,ישראל,Israel,aviv@dimri.co.il
822015,IL0008220159,דן מלונות,DAN   HOTELS,דן,DANH,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מלונאות ותיירות,Hotels & Tourism,,,520023573,822,דן מלונות,DAN HOTELS,ישראל,Israel,finance@danhotels.com
314013,IL0003140139,דנאל,DANEL,דנאל,DANE,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free",520037565,314,דנאל,DANEL,ישראל,Israel,ilanov@edanel.co.il
1173137,IL0011731374,דניה סיבוס,DANYA CEBUS,דניה,DNYA,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-בנייה ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Construction ,TA-125 Fossil Free",512569237,1096,דניה סיבוס,DANYA CEBUS,ישראל,Israel,yaelw@d-c.co.il
1159029,IL0011590291,הבורסה לניע בתא,TASE,ברסה,TASE,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,"ת''א-90 ,ת''א-125 ,מדד ת''א-פיננסים ,מדד ת''א-מעלה ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-Finance Index ,TA-Maala Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free",520020033,1778,הבורסה לניע בתא,TASE,ישראל,Israel,gilc@tase.co.il
1095405,IL0010954050,הדסית ביו-ש,HADASIT BIO-M,הדסת-ש,HDST-M,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,חברות ללא פעילות ומעטפת,Inactive & Shell Companies,,,513734590,1294,הדסית ביו-ש,HADASIT BIO-M,ישראל,Israel,info@hbl.co.il
1142587,IL0011425878,הולמס פלייס,HOLMES PLACE,הלמס,HLMS,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון","TA-Growth ,TA-AllShare ,TA-Rimon",512466723,1706,הולמס פלייס,HOLMES PLACE,ישראל,Israel,shimshi@holmesplace.co.il
1172204,IL0011722043,הום ביוגז,HOMEBIOGAS,המגז,HMGS,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,קלינטק,Cleantech,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-תשתיות אנרגיה ,ת''א-קלינטק","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Energy Utilities ,TA-Cleantech",514739325,1845,הום ביוגז,HOMEBIOGAS,ישראל,Israel,yossihatan@homebiogas.com
1119924,IL0011199242,הזדמנות יהש,ISRAEL OP    PU,הזיש,ISOP,יחידת השתתפות,Participating unit,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,,,550236822,1551,הזדמנות ישראלית,ISRAEL OPPORT.,ישראל,Israel,maya_g@oilandgas.co.il
1177765,IL0011777658,הייב 2040 יהש,HIVE 2040 PU,הייב,HIVE,יחידת השתתפות,Participating unit,הייטק,High-Tech,טכנולוגיה,Technology,השקעות בהייטק,Investments In High-Tech,,,540303195,1885,הייב 2040 מו''פ,HIVE 2040 R&D,ישראל,Israel,laiza@avnongroup.com
1184985,IL0011849853,הייפר גלובל,HIPER GLOBAL,היפר,HIPR,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,שרותי מידע,IT Services,"ת''א-SME60 ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א תקשורת וטכנולוגיות מידע ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150","TA-SME60 ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA-Communication & InformationTechnology ,TA Tech - Elite ,TA-Rimon ,TA-SME150",516476835,2369,הייפר,HIPER,ישראל,Israel,capitalmarket@hiper-global.com
1169945,IL0011699456,הייקון מערכות,HIGHCON SYSTM,היקנ,HICN,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,רובוטיקה ותלת מימד,Robotics & 3d,,,514347160,1826,הייקון מערכות,HIGHCON SYSTEMS,ישראל,Israel,ami.fishman@highcon.net
1121474,IL0011214744,הכשרה התחדשות,ILD RENEWAL,הכשע,ILDR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Construction",514423474,1561,הכשרה התחדשות,ILD RENEWAL,ישראל,Israel,kim@ildc.co.il
612010,IL0006120104,הכשרת הישוב,LAND DEV,הכשרה,ILDC,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Family ,TA-Investment Properties in Israel ,TA-125 Fossil Free",520020116,612,הכשרת הישוב,LAND DEV,ישראל,Israel,kim@ildc.co.il
1104959,IL0011049595,המשביר 365,HAMASHBIR 365,משבי,MSBI,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רשתות שיווק","TA-Growth ,TA-AllShare ,TA-Retail",513389270,1459,המשביר 365,HAMASHBIR 365,ישראל,Israel,shirlyk@m365mail.co.il
767012,IL0007670123,הפניקס,PHOENIX,פנקס,PHOE,מניה רגילה,Ordinary Share,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,"ת''א-35 ,ת''א-125 ,מדד ת''א-פיננסים ,מדד ת''א-מעלה ,מדד תל-דיב ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי ,ת''א-ביטוח","TA-35 ,TA-125 ,TA-Finance Index ,TA-Maala Index ,Tel-Div Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA Sector-Balance ,TA-125 Fossil Free ,TA-Insurance",520017450,767,הפניקס,PHOENIX,ישראל,Israel,menin@fnx.co.il
585018,IL0005850180,הראל השקעות,HAREL,הראל,HARL,מניה רגילה,Ordinary Share,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,"ת''א-35 ,ת''א-125 ,מדד ת''א-פיננסים ,מדד ת''א-מעלה ,מדד תל-דיב ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-פמילי ,ת''א-125 אקלים נקי ,ת''א-ביטוח","TA-35 ,TA-125 ,TA-Finance Index ,TA-Maala Index ,Tel-Div Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA Sector-Balance ,TA-Family ,TA-125 Fossil Free ,TA-Insurance",520033986,585,הראל השקעות,HAREL INVEST,ישראל,Israel,giladsh@harel-ins.co.il
161018,IL0001610182,וואן טכנולוגיות,ONE TECHNOLOGI,וואן,ONE,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,שרותי מידע,IT Services,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א תקשורת וטכנולוגיות מידע ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,Tel-Div Index ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA-Communication & InformationTechnology ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free",520034695,161,וואן טכנולוגיות,ONE TECHNOLOGI,ישראל,Israel,kobih@one1.co.il
1180306,IL0011803066,ווטר אי או,WATER IO,ווטר,WATR,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,,,515272789,1968,ווטר אי או,WATER.IO,ישראל,Israel,info@impacx.io
486027,IL0004860271,וויי בוקס,YBOX,ובקס,YBOX,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Construction",520038688,486,וויי-בוקס,YBOX,ישראל,Israel,eldad@ybox.co.il
1105162,IL0011051625,ווינד באז,WIND BUZZ,ונבז,WNBZ,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,קלינטק,Cleantech,,,513910091,1466,ווינד באז,WIND BUZZ,ישראל,Israel,ltd_aa@yahoo.com
1173228,IL0011732281,ווישור גלובלטק,WESURE GLOBALT,וושר,WESR,מניה רגילה,Ordinary Share,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,"מדד ת''א-פיננסים ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-ביטוח","TA-Finance Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-Insurance",515559169,1865,ווישור גלובלטק,WESURE GLOBALT,ישראל,Israel,morand@we-sure.co.il
350017,IL0003500175,ויז'ן סיגמא,VISION SIGMA,ויזן,VISN,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,520037987,350,ויז'ן סיגמא,VISION SIGMA,ישראל,Israel,limor@sigalit.com
416016,IL0004160169,וילאר,VILLAR,ולאר,VILR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-פמילי ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Family ,TA-Investment Properties in Israel ,TA-125 Fossil Free",520038910,416,וילאר,VILLAR,ישראל,Israel,yossig@villar.co.il
371013,IL0003710139,וילי פוד,WILLY FOOD,ולפוד,WLFD,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מסחר,Commerce,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון","TA-Growth ,TA-AllShare ,TA-Rimon",520038225,371,וילי פוד,WILLY  FOOD,ישראל,Israel,cfo@willi-food.co.il
1082858,IL0010828585,ויליפוד אינטרנש,WILLI FOOD INTE,וילפ,WILC,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מסחר,Commerce,"ת''א-צמיחה ,ת''א All-Share ,ת''א-דואליות","TA-Growth ,TA-AllShare ,TA-Dual listing",520043209,2123,ויליפוד אינטרנש,WILLI-FOOD INTE,ישראל,Israel,cfo@willi-food.co.il
278010,IL0002780109,וילק,WILK,וילק,WILK,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,פודטק,Foodtech,"מדד ת''א-מעלה ,ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה","TA-Maala Index ,TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index",520037136,278,וילק,WILK,ישראל,Israel,info@wilkismilk.com
1123777,IL0011237778,ויקטורי,VICTORY,וקטר,VCTR,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,"ת''א-SME60 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי ,ת''א-רשתות שיווק","TA-SME60 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Family ,TA-Retail",514068980,1583,ויקטורי,VICTORY,ישראל,Israel,eyal@victory1.co.il
